"Date","Description","Institution","Account","Category","Is Hidden","Is Pending","Amount"
"8/10/2025","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($4.87)"
"8/10/2025","SUBWAY LAMONI IA","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($12.03)"
"8/10/2025","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($8.28)"
"8/10/2025","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($9.33)"
"8/10/2025","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($4.8)"
"8/9/2025","CASEYS IA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($4.19)"
"8/9/2025","HYVEE CHARITON","Capital One","Quicksilver","Groceries","No","No","($39.54)"
"8/6/2025","GGLPAY CASEYS IA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.62)"
"8/6/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($8.91)"
"8/6/2025","PWP OPENROUTER PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Clothing","No","No","($10.8)"
"8/6/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"8/6/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"8/5/2025","PURCHASESIG CASH APP BRANDON SAN FRANCISCO US","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$84"
"8/5/2025","ETHAN GATES ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$500"
"8/4/2025","GGLPAY ALDI ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($6.89)"
"8/4/2025","PWP NYTIMES DIS PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Subscriptions","No","No","($4.03)"
"8/4/2025","GOOGLE GOOGLE ONE CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($9.99)"
"8/4/2025","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","$79.24"
"8/1/2025","LILSON HEALTH TE BILL.COM ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$1600"
"8/1/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.75)"
"8/1/2025","GOOGLE CLOUD G.CO HELPPAY CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($6.94)"
"7/31/2025","AMEX SEND ADD MONEY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($10)"
"7/31/2025","CHICKFILA MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($14.59)"
"7/30/2025","PURCHASESIG CASH APP BRANDON SAN FRANCISCO US","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$10"
"7/30/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"7/30/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"7/30/2025","PHONE BILL","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($111.56)"
"7/29/2025","PAYPAL STEAM GAMES WA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Electronics & Software","No","No","($4.31)"
"7/29/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($11.02)"
"7/29/2025","VENMO CASHOUT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$671.37"
"7/28/2025","SANTANDER BILLPAY ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Restaurants/Dining","No","No","($472.4)"
"7/28/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($500)"
"7/28/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($42)"
"7/28/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Growth Portfolio","Excluded","No","No","$500"
"7/27/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($11.02)"
"7/27/2025","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($11.86)"
"7/26/2025","GGLPAY KWIK TRIP CHATFIELD MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($1.79)"
"7/25/2025","AMEX SEND ADD MONEY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Excluded","No","No","($222)"
"7/25/2025","GAMETIME TICKETS CA","Discover Credit Card - via Direct Web Access","3549","Concerts & Events","No","No","($690)"
"7/25/2025","GAMETIME TICKETS CA","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","($690)"
"7/25/2025","MN DEPT OF REVEN MN REV PAY","Ally","Savings Account","Excluded","No","No","($110)"
"7/24/2025","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($26.59)"
"7/24/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($11.02)"
"7/24/2025","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($30.92)"
"7/23/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"7/23/2025","PWP ABC PLANET PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Gym","No","No","($10.81)"
"7/23/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"7/21/2025","PAYPAL FRAGRANCENE NY","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($87.02)"
"7/21/2025","VENMO PAYMENT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($18)"
"7/21/2025","PHONE BILL","Online Access - via Direct Web Access","Checking Account","Phone, Internet & Cable","No","No","$60"
"7/21/2025","VENMO PAYMENT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($5)"
"7/21/2025","FAMOUSFOOTWEAR","Capital One","Quicksilver","Clothing","No","No","($102.98)"
"7/21/2025","MARSHALLS","Capital One","Quicksilver","Clothing","No","No","($113.95)"
"7/21/2025","BICYCLE SPORTS","Capital One","Quicksilver","Sports & Hobbies","No","No","($39.97)"
"7/21/2025","IRS USATAXPYMT FUTURE AMOUNT TRAN ACHDW","Ally","Savings Account","Excluded","No","No","($500)"
"7/18/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($11.02)"
"7/18/2025","INTEREST PAID","Ally","Savings Account","Interest Income","No","No","$3.31"
"7/17/2025","PAYPAL FORUMCOMMUN ND","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($2)"
"7/16/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($11.02)"
"7/16/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"7/16/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"7/15/2025","LILSON HEALTH TE BILL.COM ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$1600"
"7/14/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($500)"
"7/14/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Growth Portfolio","Excluded","No","No","$500"
"7/14/2025","CHICKFILA MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($11.02)"
"7/13/2025","ANNUAL SCHEELS HE MA","Discover Credit Card - via Direct Web Access","3549","Sports & Hobbies","No","No","($48.7)"
"7/10/2025","CHICKFILA MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($9.4)"
"7/10/2025","BERRY BLENDZ ROCHESTER","Capital One","Quicksilver","Fast Food & Convenience","No","No","($6.46)"
"7/9/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"7/9/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"7/7/2025","PWP NYTIMES DIS PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Subscriptions","No","No","($4.03)"
"7/7/2025","CHICKFILA MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($2.8)"
"7/6/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.75)"
"7/5/2025","DR MARY JOHNSON","Capital One","Quicksilver","Vision","No","No","($52.5)"
"7/4/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($15.07)"
"7/4/2025","GOOGLE GOOGLE ONE CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($9.99)"
"7/4/2025","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","$34.68"
"7/4/2025","ZENNI OPTICAL INC CA","Discover Credit Card - via Direct Web Access","3549","Vision","No","No","($30.34)"
"7/2/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"7/2/2025","ETHAN GATES ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$800"
"7/2/2025","LILSON HEALTH TE BILL.COM ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$3200"
"7/2/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"7/1/2025","PWP PLANET PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Clothing","No","No","($41.62)"
"7/1/2025","GOOGLE CLOUD G.CO HELPPAY CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($2.56)"
"6/30/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($500)"
"6/30/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Growth Portfolio","Excluded","No","No","$500"
"6/30/2025","GOOGLE FI","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($111.6)"
"6/30/2025","REQUESTED TRANSFER TO ALLY INVEST INVESTMENT ACCOUNT","Ally","Savings Account","Excluded","No","No","($800)"
"6/28/2025","ALDI","Capital One","Quicksilver","Groceries","No","No","($5.04)"
"6/27/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.91)"
"6/26/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($11.02)"
"6/26/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($42)"
"6/26/2025","SANTANDER BILLPAY ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Restaurants/Dining","No","No","($472.4)"
"6/25/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"6/25/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"6/23/2025","ETHAN GATES ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$470"
"6/23/2025","CUB FOODS INC","Capital One","Quicksilver","Groceries","No","No","($31.78)"
"6/23/2025","BERRY BLENDZ ROCHESTER","Capital One","Quicksilver","Fast Food & Convenience","No","No","($12.92)"
"6/21/2025","CUB FOODS INC","Capital One","Quicksilver","Groceries","No","No","($13.24)"
"6/20/2025","PHONE BILL","Online Access - via Direct Web Access","Checking Account","Phone, Internet & Cable","No","No","$60"
"6/19/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($22.04)"
"6/18/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($22.19)"
"6/18/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"6/18/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"6/18/2025","INTEREST PAID","Ally","Savings Account","Interest Income","No","No","$1.37"
"6/17/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.08)"
"6/17/2025","ETHAN GATES ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$300"
"6/17/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$500"
"6/17/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Growth Portfolio","Excluded","No","No","($500)"
"6/16/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($500)"
"6/16/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Growth Portfolio","Excluded","No","No","$500"
"6/16/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.75)"
"6/16/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.5)"
"6/16/2025","SAVERS","Capital One","Quicksilver","Groceries","No","No","($3.52)"
"6/16/2025","SAVERS","Capital One","Quicksilver","Clothing","No","No","($72.8)"
"6/15/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.01)"
"6/14/2025","MARSHALLS MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Clothing","No","No","($24.99)"
"6/14/2025","MARSHALLS MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Clothing","No","No","($36.97)"
"6/14/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.5)"
"6/13/2025","PWP CHICKFILA PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Fast Food & Convenience","No","No","($21.66)"
"6/13/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.29)"
"6/12/2025","KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gas & Fuel","No","No","($11.21)"
"6/12/2025","TST PASQUALES MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Restaurants/Dining","No","No","($4.27)"
"6/12/2025","KWIK TRIP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($5.68)"
"6/11/2025","VENMO PAYMENT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($13)"
"6/11/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"6/11/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"6/11/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.75)"
"6/11/2025","CUB FOODS INC","Capital One","Quicksilver","Groceries","No","No","($14.02)"
"6/11/2025","KWIK TRIP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($1.61)"
"6/10/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($3.62)"
"6/10/2025","WALMART SUPERCENTERROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Shopping","No","No","($11.11)"
"6/10/2025","KWIK TRIP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($3.4)"
"6/9/2025","PWP NYTIMES DIS PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Subscriptions","No","No","($4.03)"
"6/9/2025","SQ SNAPPYSTOP INTL IN","Capital One","Quicksilver","Fast Food & Convenience","No","No","($6.48)"
"6/8/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($6.34)"
"6/6/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($5.68)"
"6/4/2025","GGLPAY CUB FOODS ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Groceries","No","No","($13.22)"
"6/4/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"6/4/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"6/4/2025","GOOGLE GOOGLE ONE CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($9.99)"
"6/4/2025","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","$132.2"
"6/2/2025","PWP PATREON ME PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Business","No","No","($10.74)"
"6/2/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($800)"
"6/2/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Growth Portfolio","Excluded","No","No","$800"
"6/2/2025","HYVEE ROCHESTER","Capital One","Quicksilver","Groceries","No","No","($1.08)"
"6/1/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.75)"
"6/1/2025","GOOGLE CLOUD GQRXW G.CO HELPPAY CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($2.59)"
"5/31/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($9.34)"
"5/30/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($2.28)"
"5/30/2025","LILSON HEALTH TE BILL.COM ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$2064.52"
"5/30/2025","GOOGLE FI","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($111.6)"
"5/29/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Growth Portfolio","Excluded","No","No","$200"
"5/29/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($200)"
"5/28/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"5/28/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"5/27/2025","CASH AUTO REDEMPTION","Capital One","Quicksilver","Auto Service","No","No","$25"
"5/27/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($42)"
"5/27/2025","SANTANDER BILLPAY ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Auto & Transport","No","No","($472.4)"
"5/27/2025","LILSON HEALTH TE ACCTVERIFY ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Medical","No","No","$0.01"
"5/26/2025","CULVERS OF ROCHESTER","Capital One","Quicksilver","Fast Food & Convenience","No","No","($10.9)"
"5/26/2025","CUB FOODS INC","Capital One","Quicksilver","Groceries","No","No","($11.98)"
"5/24/2025","GGLPAY CULVERS OF ROROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.56)"
"5/24/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($0.79)"
"5/23/2025","GGLPAY RAILWAY SAN FRANCISCO CA","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Subscriptions","No","No","($5)"
"5/23/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$600.98"
"5/22/2025","CUB FOODS INC","Capital One","Quicksilver","Groceries","No","No","($7.78)"
"5/21/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"5/21/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"5/19/2025","KWIK TRIP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($1.49)"
"5/19/2025","KWIK TRIP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($4.19)"
"5/19/2025","REQUESTED TRANSFER TO ALLY INVEST INVESTMENT ACCOUNT","Ally","Savings Account","Excluded","No","No","($50)"
"5/18/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.62)"
"5/18/2025","INTEREST PAID","Ally","Savings Account","Interest Income","No","No","$0.79"
"5/17/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6)"
"5/14/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"5/14/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"5/13/2025","KWIK TRIP","Capital One","Quicksilver","Fast Food & Convenience","No","No","($3.28)"
"5/12/2025","GGLPAY CHICKFILA BLOOMINGTON MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($10.95)"
"5/12/2025","TESLA SUPERCHARGER US TESLA.COM CA","Discover Credit Card - via Direct Web Access","3549","Auto Service","No","No","($4.77)"
"5/12/2025","PWP NYTIMES DIS PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Subscriptions","No","No","($4.03)"
"5/12/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$322.46"
"5/10/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.62)"
"5/8/2025","VENMO PAYMENT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($5)"
"5/7/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"5/7/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"5/7/2025","CUB FOODS INC","Capital One","Quicksilver","Groceries","No","No","($23.16)"
"5/4/2025","GOOGLE GOOGLE ONE CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($9.99)"
"5/4/2025","DIRECTPAY FULL BALANCE","Discover Credit Card - via Direct Web Access","3549","Excluded","No","No","$84.09"
"5/3/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($1.79)"
"5/2/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($5.77)"
"5/1/2025","GOOGLE CLOUD VNPVW G.CO HELPPAY CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($2.54)"
"4/30/2025","GGLPAY CHICKFILA ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($7.41)"
"4/30/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($2.99)"
"4/30/2025","GOOGLE FI","Capital One","Quicksilver","Phone, Internet & Cable","No","No","($114.6)"
"4/30/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"4/30/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"4/28/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$435.51"
"4/28/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($42)"
"4/28/2025","SANTANDER BILLPAY ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Auto & Transport","No","No","($472.4)"
"4/27/2025","MCDONALDS ROCHESTER MN","Discover Credit Card - via Direct Web Access","3549","Fast Food & Convenience","No","No","($3.62)"
"4/25/2025","TAQUITOS","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Food","No","No","($1.49)"
"4/23/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"4/23/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"4/23/2025","PURCHASESIG CASH APP BRANDON SAN FRANCISCO US","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","$51"
"4/21/2025","VENMO PAYMENT","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($53.1)"
"4/21/2025","REQUESTED TRANSFER TO ALLY INVEST INVESTMENT ACCOUNT","Ally","Savings Account","Excluded","No","No","($50)"
"4/19/2025","GGLPAY KWIK TRIP ROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Fast Food & Convenience","No","No","($6.35)"
"4/19/2025","GOOGLE NINJA KIWI CA","Discover Credit Card - via Direct Web Access","3549","Electronics & Software","No","No","($3.24)"
"4/18/2025","INTEREST PAID","Ally","Savings Account","Interest Income","No","No","$0.84"
"4/18/2025","PWP NAMECHEAP PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Fast Food & Convenience","No","No","($1.16)"
"4/17/2025","ABC PLANET FITNEROCHESTER MN","American Express - Amex Account - via Direct Web Access","Blue Cash Everyday","Gym","No","No","($10.81)"
"4/16/2025","MONEY LINE RECEIVED EFT FUNDS RECEIVED WEB","Fidelity Investments","Index Portfolio","Excluded","No","No","$10"
"4/16/2025","FID BKG SVC LLC MONEYLINE","Online Access - via Direct Web Access","Checking Account","Excluded","No","No","($10)"
"4/14/2025","PWP NYTIMES DIS PRIVACYCOM","Online Access - via Direct Web Access","Checking Account","Subscriptions","No","No","($4.03)"
"4/14/2025","CONSUMER DIR DEP ETHAN GATES","Online Access - via Direct Web Access","Checking Account","Income","No","No","$348.16"
